"id","zpid","name","address","city","state","zip_code","phone","verified","yelp_rating","google_rating","price_range","cuisine_type","website","hours","confidence_score","last_updated","created_at","yelp_id","google_place_id","foursquare_id","latitude","longitude","special_hours","yelp_review_count","google_review_count","google_maps_url","primary_photo_url","menu_url","vibe_attributes","review_excerpts","is_verified","data_confidence","verification_sources","last_quality_check","rating_trend","is_trending","social_buzz_score","optimal_visit_times","popular_dishes","recent_mentions","is_new_opening","last_verified_at","updated_at","elite_category","elite_search_term"
2311,yelp_6L6kz5GVJqJIyM0SuWyPDQ,Yuji,"1700 post st Unit K",San Francisco,CA,"94115",+14156587128,true,4.8,,,Japanese,https://www.yelp.com/biz/yuji-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:18.603 -0700,2025-07-12 17:50:18.603 -0700,"6L6kz5GVJqJIyM0SuWyPDQ",,,37.7857557,-122.4301162,"",75,,,https://s3-media0.fl.yelpcdn.com/bphoto/FblTjV-vBGuAHeS0RL55IA/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:18.603 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:18.603 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2314,yelp_bSS3B3SE-33WdPYdAlXFwQ,Wabi-Sabi Sf At Nob Hill,"1517 Pine St",San Francisco,CA,"94109",+14158109793,true,4.8,,,"Japanese, Sushi Bars",https://www.yelp.com/biz/wabi-sabi-sf-at-nob-hill-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:19.049 -0700,2025-07-12 17:50:19.049 -0700,bSS3B3SE-33WdPYdAlXFwQ,,,37.78957433707487,-122.42080390344852,"",106,,,https://s3-media0.fl.yelpcdn.com/bphoto/5QbtOExlyhT8Wv7dHsA5yg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:19.049 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:19.049 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2306,yelp_bJNVd1HqilRD3F9RO3t20g,JB's Place,"1435 17th St",San Francisco,CA,"94107",+14156267973,true,4.4,,$$,"Sandwiches, Breakfast & Brunch",https://www.yelp.com/biz/jbs-place-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:10.416 -0700,2025-07-12 17:50:10.416 -0700,bJNVd1HqilRD3F9RO3t20g,,,37.7649017,-122.3983826,"",266,,,https://s3-media0.fl.yelpcdn.com/bphoto/Rx4ILiZV4vdbnSAEC2bokg/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 17:50:10.416 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:10.416 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
2307,yelp_7bO6OHn52SJP4Mi3U-XflQ,The New Spot On Polk,"2401 Polk St",San Francisco,CA,"94109",+14159137775,true,4.4,,$$,"American, Breakfast & Brunch, Diners",https://www.yelp.com/biz/the-new-spot-on-polk-san-francisco-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:10.574 -0700,2025-07-12 17:50:10.574 -0700,"7bO6OHn52SJP4Mi3U-XflQ",,,37.798978,-122.422542,"",963,,,https://s3-media0.fl.yelpcdn.com/bphoto/1G3CXnypAu9NV2WUcX7e3A/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 17:50:10.574 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:10.574 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
2308,yelp_1HEjxY-yIGJJ4Uh1SJDLxw,Hazel's Kitchen,"1319 18th St",San Francisco,CA,"94107",+14156477941,true,4.3,,$$,"Sandwiches, Breakfast & Brunch, Bagels",https://www.yelp.com/biz/hazels-kitchen-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:10.731 -0700,2025-07-12 17:50:10.731 -0700,"1HEjxY-yIGJJ4Uh1SJDLxw",,,37.7624836606129,-122.396079897881,"",491,,,https://s3-media0.fl.yelpcdn.com/bphoto/E_tvVq-dHlGMzoqjWCQZDw/o.jpg,,"[""brunch"", ""romantic"", ""scene"", ""trendy"", ""chef-driven"", ""fine-dining""]","",true,0.9,{yelp},2025-07-12 17:50:10.731 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:10.731 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,brunch rooftop date night michelin tasting menu
2317,yelp_cL0q9S4bqwpbAN9ZKh-Zeg,Nara Restaurant & Sake Bar,"518 Haight St",San Francisco,CA,"94117",+14154170518,true,4.6,,$$$,"Japanese, Sushi Bars",https://www.yelp.com/biz/nara-restaurant-and-sake-bar-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:19.530 -0700,2025-07-12 17:50:19.530 -0700,cL0q9S4bqwpbAN9ZKh-Zeg,,,37.77219208103059,-122.430842,"",2184,,,https://s3-media0.fl.yelpcdn.com/bphoto/gyxl4_iFWfAxWzqmSHzM2w/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:19.530 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:19.530 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2318,yelp_SIIBwgrR7Rl71mE_mVzdIQ,Aji Kiji,"1552 Fillmore St",San Francisco,CA,"94115",+14158293057,true,4.6,,$$$,Sushi Bars,https://www.yelp.com/biz/aji-kiji-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:19.687 -0700,2025-07-12 17:50:19.687 -0700,SIIBwgrR7Rl71mE_mVzdIQ,,,37.784065,-122.432577,"",174,,,https://s3-media0.fl.yelpcdn.com/bphoto/NQt9qInn1gatgoXZe7riEQ/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:19.687 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:19.687 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2325,yelp_TyGQGbz1H5ehDZdOId27Ug,Wabi-Sabi SF At Soma,"246 Ritch St Unit 101",San Francisco,CA,"94107",+14154004172,true,4.7,,$$,"Japanese, Sushi Bars",https://www.yelp.com/biz/wabi-sabi-sf-at-soma-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:20.772 -0700,2025-07-12 17:50:20.772 -0700,TyGQGbz1H5ehDZdOId27Ug,,,37.78022,-122.39582,"",265,,,https://s3-media0.fl.yelpcdn.com/bphoto/gB-YnpTGnpqR2YsLTtOSRw/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:20.772 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:20.772 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2320,yelp_YZrl7W2dewBb-T7e-BxAkQ,Nara,"1515 Polk St",San Francisco,CA,"94109",+14155671515,true,4.4,,$$,"Japanese, Sushi Bars, Bars",https://www.yelp.com/biz/nara-san-francisco-5?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:20.000 -0700,2025-07-12 17:50:20.000 -0700,YZrl7W2dewBb-T7e-BxAkQ,,,37.790889908718235,-122.42094463158011,"",663,,,https://s3-media0.fl.yelpcdn.com/bphoto/bY-Sms00KuRABBfxbnJQjQ/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:20.000 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:20.000 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2321,yelp_WtA7XYzBFhZ5LPbSihEWkw,Akira Japanese Restaurant,"1634 Bush St",San Francisco,CA,"94109",+14158008498,true,4.3,,$$,"Japanese, Sushi Bars",https://www.yelp.com/biz/akira-japanese-restaurant-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:20.156 -0700,2025-07-12 17:50:20.156 -0700,WtA7XYzBFhZ5LPbSihEWkw,,,37.78846,-122.42421,"",545,,,https://s3-media0.fl.yelpcdn.com/bphoto/b5zs7uc9PE3FZcCEu6zapw/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:20.156 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:20.156 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2324,yelp__w4c0g6wFxcF8QY7ObO0qw,Echigo Home Cook,"870 Valencia St",San Francisco,CA,"94110",+14158237593,true,4.3,,,"Japanese, Sushi Bars",https://www.yelp.com/biz/echigo-home-cook-san-francisco-3?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:20.616 -0700,2025-07-12 17:50:20.616 -0700,_w4c0g6wFxcF8QY7ObO0qw,,,37.75898,-122.42163,"",96,,,https://s3-media0.fl.yelpcdn.com/bphoto/UYJFDlUYw0TUcTbbPerGqw/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:20.616 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:20.616 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2333,yelp_CYttYTEiQuhSfo3SEh79fA,Shizen,"370 14th St",San Francisco,CA,"94103",+14156785767,true,4.5,,$$$,"Sushi Bars, Vegan, Izakaya",https://www.yelp.com/biz/shizen-san-francisco-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:22.194 -0700,2025-07-12 17:50:22.194 -0700,CYttYTEiQuhSfo3SEh79fA,,,37.7683096,-122.4216669,"",2757,,,https://s3-media0.fl.yelpcdn.com/bphoto/GarUQOEeiTgrQdGk43GNDQ/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:22.194 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:22.194 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2335,yelp_S91SPDiE-VGsOQHVBEuKHw,Hot Zushi,"531 Haight St",San Francisco,CA,"94117",+14158638638,true,4.6,,$$,"Japanese, Sushi Bars",https://www.yelp.com/biz/hot-zushi-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:22.507 -0700,2025-07-12 17:50:22.507 -0700,S91SPDiE-VGsOQHVBEuKHw,,,37.7718463870564,-122.430961020291,"",206,,,https://s3-media0.fl.yelpcdn.com/bphoto/BoeEKrV8I3yDowv0MD9PBA/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:22.507 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:22.507 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2329,yelp_cZFkxUbyYazC7qJvfEpedQ,Nomu Skewers,"580 Bush St Ste 101",San Francisco,CA,"94108",+14153747753,true,4.3,,$$$,"Izakaya, Tapas/Small Plates, Sushi Bars",https://www.yelp.com/biz/nomu-skewers-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:21.386 -0700,2025-07-12 17:50:21.386 -0700,cZFkxUbyYazC7qJvfEpedQ,,,37.790597,-122.406748,"",141,,,https://s3-media0.fl.yelpcdn.com/bphoto/_kE0lWBM8UoyoBivMtSf9g/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:21.386 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:21.386 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2330,yelp_qKVwVCJ_5D0iOxJYE9wSJw,Roka Akor - San Francisco,"801 Montgomery St",San Francisco,CA,"94133",+14153628887,true,4.3,,$$$,"Sushi Bars, Steakhouses, Cocktail Bars",https://www.yelp.com/biz/roka-akor-san-francisco-san-francisco-4?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:21.533 -0700,2025-07-12 17:50:21.533 -0700,qKVwVCJ_5D0iOxJYE9wSJw,,,37.79653,-122.40385,"",1753,,,https://s3-media0.fl.yelpcdn.com/bphoto/gjFf8mBVFSHj55w6Ps53fg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:21.533 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:21.533 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2334,yelp_Wqd3s0eiESDYvEvjgs3JLA,Bar Iris,"2310 Polk St",San Francisco,CA,"94109","",true,4.4,,$$,"Japanese, Cocktail Bars",https://www.yelp.com/biz/bar-iris-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:22.354 -0700,2025-07-12 17:50:22.354 -0700,Wqd3s0eiESDYvEvjgs3JLA,,,37.79805175026088,-122.4220555553497,"",171,,,https://s3-media0.fl.yelpcdn.com/bphoto/GxtaEY901vO4lBew13v4Og/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:22.354 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:22.354 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2338,yelp_Dvh0gS7swvtOZNZwPPA9PQ,Pokeworks,"50 Fremont St Ste R2A",San Francisco,CA,"94105",+14154328898,true,4.3,,$$,"Salad, Sushi Bars, Poke",https://www.yelp.com/biz/pokeworks-san-francisco-9?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:22.955 -0700,2025-07-12 17:50:22.955 -0700,Dvh0gS7swvtOZNZwPPA9PQ,,,37.79052,-122.39719,"",119,,,https://s3-media0.fl.yelpcdn.com/bphoto/zEaqxIxtzZFSfBAKqV2cIA/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:22.955 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:22.955 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2340,yelp__y_qSPhH--Ji5hT-YOPCfA,Taksim,"564 4th St",San Francisco,CA,"94107",+14157570989,true,4.5,,$$,"Mediterranean, Wine Bars, Venues & Event Spaces",https://www.yelp.com/biz/taksim-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:23.271 -0700,2025-07-12 17:50:23.271 -0700,_y_qSPhH--Ji5hT-YOPCfA,,,37.778656440217155,-122.3973359018373,"",243,,,https://s3-media0.fl.yelpcdn.com/bphoto/s08CRYzJPXwfrwPgILqE2A/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:23.271 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:23.271 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2342,yelp_vUe0a_FSUzpgjvzjdzm4ow,Gola,"819 Valencia St",San Francisco,CA,"94110",+14153102442,true,4.7,,,"Mediterranean, Cocktail Bars",https://www.yelp.com/biz/gola-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:23.583 -0700,2025-07-12 17:50:23.583 -0700,vUe0a_FSUzpgjvzjdzm4ow,,,37.75976,-122.42111,"",138,,,https://s3-media0.fl.yelpcdn.com/bphoto/pShcasZXqiwWH0oAkOfdzw/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:23.583 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:23.583 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2344,yelp_U7xNnqW_rXeo7G58JXr4uA,little shucker,"2016 Fillmore St",San Francisco,CA,"94115","",true,4.4,,,Seafood,https://www.yelp.com/biz/little-shucker-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:23.902 -0700,2025-07-12 17:50:23.902 -0700,U7xNnqW_rXeo7G58JXr4uA,,,37.788292,-122.433458,"",264,,,https://s3-media0.fl.yelpcdn.com/bphoto/FcCXSYKU0HdyLNEdZyVwYg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:23.902 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:23.902 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2345,yelp_fW-uLr-uzr3lhZd8xxcVbQ,Sorella,"1760 Polk St",San Francisco,CA,"94109",+14153591212,true,4.3,,$$$,"Italian, Wine Bars, Cocktail Bars",https://www.yelp.com/biz/sorella-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:24.065 -0700,2025-07-12 17:50:24.065 -0700,fW-uLr-uzr3lhZd8xxcVbQ,,,37.79318163953876,-122.42106940238784,"",291,,,https://s3-media0.fl.yelpcdn.com/bphoto/3Y31xTWp8YBRDhOZfBi6fg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:24.065 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:24.065 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2346,yelp_VNkYnTGhOYw-IzuKA_msHg,The Thonglor,"420 Geary St",San Francisco,CA,"94102",+14153463121,true,4.3,,$$,"Thai, Desserts, Soup",https://www.yelp.com/biz/the-thonglor-san-francisco-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:24.209 -0700,2025-07-12 17:50:24.209 -0700,VNkYnTGhOYw-IzuKA_msHg,,,37.78726,-122.41038,"",569,,,https://s3-media0.fl.yelpcdn.com/bphoto/ryBknMkVs2Jn3CGswL1MwQ/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:24.209 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:24.209 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2348,yelp_zUgX3riCPdMOQSw2bvJSMw,Bao,"590 Valencia St",San Francisco,CA,"94110",+14156587453,true,4.3,,$$,"Chinese, Food Delivery Services",https://www.yelp.com/biz/bao-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:24.513 -0700,2025-07-12 17:50:24.513 -0700,zUgX3riCPdMOQSw2bvJSMw,,,37.76340605466671,-122.42200648099968,"",409,,,https://s3-media0.fl.yelpcdn.com/bphoto/gthcuTxYllz9CWnaz4jkqQ/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:24.513 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:24.513 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2353,yelp_E_W8aGdYm8hnfy1WuGJcVQ,Pinsa Rossa,"2101 Fillmore St",San Francisco,CA,"94115",+14159224700,true,4.5,,,"Italian, Pizza, Beer Bar",https://www.yelp.com/biz/pinsa-rossa-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:25.337 -0700,2025-07-12 17:50:25.337 -0700,E_W8aGdYm8hnfy1WuGJcVQ,,,37.78896562756244,-122.43397533119676,"",195,,,https://s3-media0.fl.yelpcdn.com/bphoto/GIPY1pC1O7SegAZD_42l6g/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:25.337 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:25.337 -0700,2025-07-13 09:33:20.384 -0700,michelin,michelin omakase chef tasting menu
2351,yelp_Xg-FyjVKAN70LO4u4Z1ozg,Hog Island Oyster,"1 Ferry Bldg Ste 11 A",San Francisco,CA,"94111",+14153917117,true,4.4,,$$,"Seafood, Seafood Markets, Cocktail Bars",https://www.yelp.com/biz/hog-island-oyster-san-francisco-2?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:24.990 -0700,2025-07-12 17:50:24.990 -0700,Xg-FyjVKAN70LO4u4Z1ozg,,,37.795973679755114,-122.39343252634102,"",7494,,,https://s3-media0.fl.yelpcdn.com/bphoto/OzpsUqWnTQJHWcAoW6xAfw/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:24.990 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:24.990 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2352,yelp_dMlsQsPU8Y_oiPYC5hHi2A,Frances,"3870 17th St",San Francisco,CA,"94114",+14156213870,true,4.3,,$$$,"New American, Wine Bars",https://www.yelp.com/biz/frances-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:25.179 -0700,2025-07-12 17:50:25.179 -0700,dMlsQsPU8Y_oiPYC5hHi2A,,,37.762866,-122.432244,"",1619,,,https://s3-media0.fl.yelpcdn.com/bphoto/LkF8q0aw0KTfqLWMN3n0Ow/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:25.179 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:25.179 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2354,yelp_JPL5OqxmoKGWXZxVSlYkag,Yo Yo's,"318 Pacific Ave",San Francisco,CA,"94111",+14152968273,true,4.4,,$,Japanese,https://www.yelp.com/biz/yo-yos-san-francisco?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:25.498 -0700,2025-07-12 17:50:25.498 -0700,JPL5OqxmoKGWXZxVSlYkag,,,37.7977025439747,-122.401235478539,"",647,,,https://s3-media0.fl.yelpcdn.com/bphoto/lNNiQesx7SjCpvu_njjmvg/o.jpg,,"[""chef-driven"", ""fine-dining"", ""authentic""]","",true,0.9,{yelp},2025-07-12 17:50:25.498 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:25.498 -0700,2025-07-13 09:33:39.212 -0700,fine_dining,michelin omakase chef tasting menu
2368,yelp_yjk8RMe_sNFpkLCsKKuCvw,House of Tadu Ethiopian Kitchen,"1130 4th St",San Francisco,CA,"94158",+14156559344,true,4.4,,$$,Ethiopian,https://www.yelp.com/biz/house-of-tadu-ethiopian-kitchen-san-francisco-4?adjust_creative=_tDkdbAS1dkVqsBx1KrZKw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=_tDkdbAS1dkVqsBx1KrZKw,"",0.9,2025-07-12 17:50:30.377 -0700,2025-07-12 17:50:30.377 -0700,yjk8RMe_sNFpkLCsKKuCvw,,,37.77385,-122.391771,"",489,,,https://s3-media0.fl.yelpcdn.com/bphoto/JzDvb24oyKReL9EZWIMDxQ/o.jpg,,"[""plant-based"", ""healthy"", ""cultural"", ""authentic"", ""solo-friendly"", ""casual"", ""street-food""]","",true,0.9,{yelp},2025-07-12 17:50:30.377 -0700,,false,0.00,"",{},0,false,2025-07-12 17:50:30.377 -0700,2025-07-12 17:50:30.377 -0700,,vegan halal ethiopian solo dining food truck
